id,employee_id,username,first_name,last_name,email,password_plain,password_md5,password_sha256_salted,salt,role,department,phone,city,is_active,email_verified,two_factor_enabled,created_at,last_login
86,NX00086,estelle.pires,Estelle,Pires,estelle.pires@nexlink.fr,Nexlink2479!,b777093c35f988522ebee761f206716e,60ec6738551e7f09abcb4186b65b055f3a4ac4fc62d7f14bb3643f2d5b7f2072,47fb816f367be043,manager,Engineering,+33626587799,Lille,True,False,True,2020-06-25,2023-10-02
87,NX00087,veronique.chevalier,Véronique,Chevalier,veronique.chevalier@nexlink.fr,Nexlink2775!,18afb88e2603f10b6f732618cd46f1c0,9e15293dd127655247a7615bfbbbc880a7ff78ed6732a3ab4e17c7b446e62117,8c1a0a2b944dfe1a,user,Legal,+33685350823,Nantes,True,False,False,2019-02-21,2023-11-14
88,NX00088,audrey.roussel,Audrey,Roussel,audrey.roussel@nexlink.fr,login20236,325b9ec9c45ad8fd8d15348d00a231ab,96bff5bf5fa01949d4bdd1f8217115635c843e292fae747d5ee0557b274065de,d6b20619ad5e858a,user,Sales,+33623044889,Bordeaux,True,True,False,2021-10-05,2023-03-01
89,NX00089,melanie.riviere,Mélanie,Rivière,melanie.riviere@nexlink.fr,accesssuperman94,62f50243c141edd789e114153685941a,6c17e90a657d5e980f1980bc0c6fb2bc691cad4f7e2ad84ac959ea72c00905b1,80a77d0de33bf3c6,user,Security,+33623290458,Reims,False,False,False,2021-04-29,2023-12-02
90,NX00090,marie.fontaine,Marie,Fontaine,marie.fontaine@nexlink.fr,Dragon555@,742de1e6b5771e7f21ff9151a1893ce4,508901694213f8631db5ee7f3e7bb118b649ef80db93413ac438d828ff127e1f,8ea0be6423312758,user,Marketing,+33683076970,Saint-Étienne,True,True,False,2022-11-05,2023-07-08
91,NX00091,alice.david,Alice,David,alice.david@nexlink.fr,passwordtrustno128,6a67da16370590332bc9f83725abc2bb,08f49a4c7ae2fe58d6a08b1138169ce4955bb4f8dfebe68de62350781ed54f99,71b5eaf129b7b743,user,Engineering,+33626901217,Rouen,True,True,True,2020-11-14,2023-05-05
92,NX00092,philippe.bonnet,Philippe,Bonnet,philippe.bonnet@nexlink.fr,Test892@,858ebab9beabe70397cdc13f987188b4,e224b228afab9c978641fe72251b130d9e86c532ff98c9e97ff4fb47b38c2373,2b970f982fc749e0,user,Sales,+33682506491,Toulouse,True,True,True,2019-10-24,2023-03-08
93,NX00093,sebastien.bernard,Sébastien,Bernard,sebastien.bernard@nexlink.fr,Nexlink4898!,7e36c4ac9471a5b15a8bd15d55d85363,03e77768ddb5d7f22009bfe9372c0a789b86ee0ae4806b5e9fec2939b8d65362,a713c4e2d9b3ecce,user,Engineering,+33617032877,Marseille,False,False,False,2019-12-23,2023-05-16
94,NX00094,xavier.lecomte,Xavier,Lecomte,xavier.lecomte@nexlink.fr,Nexlink9408!,6d698d1c2867aa43378b3eb3199e2010,7974f5e4a29c8401784484e86c1f5d37172928689945a78e5b3942d4b91a61e5,76b9c90b4a344415,user,Legal,+33692558242,Paris,True,True,True,2021-10-28,2023-04-24
95,NX00095,pierre.bourgeois,Pierre,Bourgeois,pierre.bourgeois@nexlink.fr,welcometrustno114,7ff5e74c015ad2b3fbcdca575123e22e,4d7fdd636e7ee182ead897a3d4ed896d36a8629aff7c958c6f384d991e65ae6f,176e2bf3036db75e,manager,Accounting,+33620843514,Nantes,True,True,False,2021-06-27,2023-02-07
96,NX00096,stephanie.aubert,Stéphanie,Aubert,stephanie.aubert@nexlink.fr,P@ssw0rd51,bfb6833e601cbef2714b41176e10c1cd,ecc610b3153894a35088f8284a0cba857c231d7f35484f5b6edc9f76ef845738,7edbcccd4a6078b3,manager,R&D,+33670896652,Grenoble,False,True,True,2021-12-22,2023-05-31
97,NX00097,corentin.arnaud,Corentin,Arnaud,corentin.arnaud@nexlink.fr,Welcome562@,b5a2199295bb2662397fad8f717411e3,88bdb0254478285561a30dd30ba57c1d84743837cd4591ed6fd6db280bffd625,a67798c40e60dab0,manager,Support,+33665833185,Nice,True,True,False,2021-07-17,2023-07-24
98,NX00098,melanie.faure,Mélanie,Faure,melanie.faure@nexlink.fr,Nexlink3500!,ee19b40a369d27f7a0588a4b8d7e891c,ddc187db13c494490ce479b6b547271b87edd2f0075315e03fcad76605574fda,eed3cd5a517d6e5f,manager,Marketing,+33622513132,Strasbourg,True,False,True,2019-07-06,2023-02-13
99,NX00099,estelle.bertrand,Estelle,Bertrand,estelle.bertrand@nexlink.fr,P@ssw0rd17,2df864142b2be2d10a0af63a5c01726e,a0db98bc3b04909b0bfcfda87d553e2e7853fbd7c1b1336f94dbaafcadef0f05,95b144c9a4389aa9,admin,Operations,+33626405605,Strasbourg,True,False,False,2020-11-06,2023-12-10
100,NX00100,fabien.muller,Fabien,Muller,fabien.muller@nexlink.fr,P@ssw0rd49,4b1f65766056f6882b96b542e51ec971,4b08f4ffba3439082fe624f35f426c509b844a0b86a258df6d3e2f0315715c6c,cc71b1d545d572eb,user,Marketing,+33638553319,Marseille,False,True,False,2022-03-29,2023-09-17
101,NX00101,valerie.fontaine,Valérie,Fontaine,valerie.fontaine@nexlink.fr,michael45,01b1b888fdc11f7ddc4bb38a6f3d2ba8,c359d840d0daee36eec37b64470c1304e6c720b394d2a441dd01659973933270,4c29aab82f0d9376,user,Communication,+33693446356,Rennes,True,False,True,2021-05-28,2023-10-15
102,NX00102,julie.lefevre,Julie,Lefèvre,julie.lefevre@nexlink.fr,Nexlink6062!,d29da4ed7b5a61e2765a27fe187768b4,49312d21c8d9580abc7852148828ebb64f3bf48c3b84316816afc3f98ff63d96,f4700013b5b7e5fd,user,Support,+33629226889,Rennes,False,True,False,2019-01-13,2023-04-03
103,NX00103,francois.noel,François,Noel,francois.noel@nexlink.fr,Letmein529$,cb1418fe8dde543500dde9bc8e8fd6ca,b919f3fcd932dce5089b76cbb95725a3f234c37fa0e50cfba54ebc1a30106e75,eaf2b20e40635ed1,user,Finance,+33653537934,Rouen,True,True,False,2021-01-27,2023-06-09
104,NX00104,thibault.delacroix,Thibault,Delacroix,thibault.delacroix@nexlink.fr,trustno120,48f98b7142568f888a13ec5a7d6829f0,8bd4818903ecae3b330258b9ba6062529e937cdb87589b08ea9a3be2a662df92,0e5f54fa7f6978a4,user,Legal,+33675184410,Rennes,False,True,False,2022-09-17,2023-08-06
105,NX00105,thibault.colin,Thibault,Colin,thibault.colin@nexlink.fr,qwerty65,0c3946a92dc26b28c8b7714daf63814b,bc396b6f7ad238e9e90fbf0f0f40ac176971e6b0819d01803a98d1a05826696f,e50aad2da5887caf,user,Sales,+33689609131,Lille,True,True,False,2022-10-20,2023-12-14
106,NX00106,caroline.durand,Caroline,Durand,caroline.durand@nexlink.fr,secur48,8e2e0c7ffecf46abc5a883d4a0f7398c,023fd8a4c84decdaeec1cb02c4f80c4d5aae57898de6db736c08654d60ada849,7cf820e2b128c4f7,user,Communication,+33648848936,Nantes,True,True,False,2019-10-09,2023-05-11
107,NX00107,charlotte.bertrand,Charlotte,Bertrand,charlotte.bertrand@nexlink.fr,mastershadow30,0f4c89b55e74273f7646cd296c811883,665e33f510c73997c0ada58a86862f5dc45827987c8327b181d1a14408646d27,7556952d7813d474,admin,Operations,+33619673809,Strasbourg,True,True,False,2022-09-30,2023-07-01
108,NX00108,claire.perrin,Claire,Perrin,claire.perrin@nexlink.fr,P@ssw0rd64,3597018d89a8bc0d84341e4a455be296,db6d9d55c6f4f3a2e7b2c0db01d5137ae75594928f41518731c8e9cd54a9a02b,c014a3ec17da4c34,manager,Accounting,+33648858073,Lyon,False,True,False,2022-08-04,2023-08-02
109,NX00109,dylan.delacroix,Dylan,Delacroix,dylan.delacroix@nexlink.fr,baseballshadow47,8ebd5834138b777b6e4967f94f51a742,3063b4c05d36329a861fc6df7927660099220b01aeda12c095cefbf69344531d,bad3e6166e955017,user,IT,+33668475513,Rennes,False,False,False,2019-08-05,2023-05-05
110,NX00110,juliette.clement,Juliette,Clément,juliette.clement@nexlink.fr,Test897@,624c1fa985e2915e16e16b9129f4ecc2,7ca9bbd5a53ee007a7b8d9b0a3ef03532c078c9c1aeb121589c4aa040cfdc236,8ae93076c28fcac0,user,Operations,+33681216573,Grenoble,True,True,False,2022-07-20,2023-02-28
111,NX00111,benjamin.michel,Benjamin,Michel,benjamin.michel@nexlink.fr,123302@,d76881aa37a8d80600fd966dcbac65ec,4bdba0e11f090a77292274be2d8f8ed8709cc8d852cf5fb05ff66957f1de7696,c702737772f6ddc4,user,Communication,+33633776150,Rouen,False,True,True,2022-09-04,2023-02-08
112,NX00112,delphine.adam,Delphine,Adam,delphine.adam@nexlink.fr,P@ssw0rd51,bfb6833e601cbef2714b41176e10c1cd,eec3dc4815103816f6b3a1b1ff617e39aaa31ebff4e9674e0fbb35f9510cab34,43ab4d8ca14f533c,user,Finance,+33672937522,Lille,True,True,True,2021-06-19,2023-02-04
113,NX00113,baptiste.meyer,Baptiste,Meyer,baptiste.meyer@nexlink.fr,pass69,2914bb1c972f10b0c791d0850402e30e,1212b1efaf6d3a3123ce705ff446f5b9c659e339adbfa4dfbbea1ef5cc2a23c2,6ace90279b36f461,manager,Engineering,+33648530827,Lyon,True,False,True,2019-04-27,2023-07-08
114,NX00114,zoe.aubert,Zoé,Aubert,zoe.aubert@nexlink.fr,P@ssw0rd15,a621d8e5d8d6db974f791aaa11de3656,0601ec5f862bb8c2d341867f9f4c72e69250fa2c0ee9a1afbf79b8b75fc19d6d,c4529ad92012d759,manager,Security,+33635265073,Nantes,False,False,False,2022-03-16,2023-11-30
115,NX00115,florian.michel,Florian,Michel,florian.michel@nexlink.fr,Nexlink2381!,641edba59ccdc3a1b25aaf0833809406,8339a30ee1737137006e3c1d858f80a3891b24c89ea2fba6736095671f2f329c,f410bca5ab190060,admin,Management,+33643251599,Nice,False,True,True,2019-12-20,2023-01-21
116,NX00116,clement.fontaine,Clément,Fontaine,clement.fontaine@nexlink.fr,Nexlink7347!,973216a29b1d15e4a2ac2714ceb25c68,e61da0051f5436e022d8bdef14fd57b91bee8c017f98fdbcb633a44d3b16f615,7d073ba5aef238f2,manager,Communication,+33690246882,Paris,True,True,False,2020-11-23,2023-12-14
117,NX00117,charles.robin,Charles,Robin,charles.robin@nexlink.fr,Nexlink5128!,faecc9c7dea8eb551604414362bd4ba7,2379aaa7d0656b76cd28a4f78e3af67189e0b70dc9db9fc72514f8ae969c6b25,b33995ce0f49328c,user,Support,+33699068509,Marseille,True,True,True,2019-06-16,2023-10-26
118,NX00118,lucie.bruneau,Lucie,Bruneau,lucie.bruneau@nexlink.fr,pass81,ec4ce41f9f8a3ffd44301a28497690c2,e9e32ebfb0555a4e9e5bbdb8ed6b07e69a01200727713391d805e27aa506fbd7,72adbbe29a750acf,manager,Management,+33699941500,Nice,True,False,True,2020-11-03,2023-03-07
119,NX00119,catherine.lopez,Catherine,Lopez,catherine.lopez@nexlink.fr,qwerty49,df9eacbe99c22afbc1ffef6ecd01a7a7,80bbf9be44600eec446fea4926f44b66c6ab8f1269b55e8f11d7d12de74a4dc7,f2baf66b08a6563a,user,HR,+33635770506,Bordeaux,True,True,False,2020-11-30,2023-09-06
120,NX00120,noemie.lefebvre,Noémie,Lefebvre,noemie.lefebvre@nexlink.fr,P@ssw0rd79,c3a945d198798129dbb238a4c85956a4,fbe1f2168531faca557e69adc843bbf128d3e2008bf4e1b55aeeee8f60b94017,7c4b61869a895261,admin,Engineering,+33692950779,Marseille,False,True,False,2022-09-17,2023-06-22
121,NX00121,nolan.delacroix,Nolan,Delacroix,nolan.delacroix@nexlink.fr,Superman548!,337a0f402ef326e4b5728328ec35f060,64d9a53475e69b69d9ed43f468e7190a9ca6f6bddb9c0a2cf759eae460cfadf3,9bab7b47875f1d5e,manager,Support,+33669619341,Rennes,True,False,False,2022-10-17,2023-05-02
122,NX00122,paul.legrand,Paul,Legrand,paul.legrand@nexlink.fr,Nexlink8684!,5a4e0545efe3b1ec52c1e1a42ba9347b,192f1ee37c9fe23e0c63cb43178d988976e2a53ddcedc3252e24fc67602f220d,ee975282eb19161b,user,Support,+33669135982,Lille,True,True,True,2022-10-21,2023-10-20
123,NX00123,lea.dupont,Léa,Dupont,lea.dupont@nexlink.fr,P@ssw0rd27,6ef965128e70d72648b18d2853ba85c2,fae0190df6c6b9cae1ce19e6ea9fe494f6408e8e33c8fd4034136910d1a941bc,229c716b3e4ad573,user,Engineering,+33659823245,Grenoble,True,False,True,2022-08-06,2023-09-04
124,NX00124,vincent.simon,Vincent,Simon,vincent.simon@nexlink.fr,123560*,638e59b5a8db9440eefa66621e62f61b,f55bccf1d1a6162b1a470e844a62e4a16294ec81b44a7b11fffd1e3f6da34a95,91ff34a067e715ce,user,Logistics,+33639801436,Reims,False,True,False,2021-06-14,2023-02-16
125,NX00125,camille.masson,Camille,Masson,camille.masson@nexlink.fr,P@ssw0rd57,acd76c995fa1bfa4eeb4a96a6fd87f3e,6342852bb608243582c804c523768f28c8c72e88f5868a238591238ae681b529,1e3f16031394874b,user,IT,+33640137082,Paris,True,True,True,2019-06-17,2023-07-11
126,NX00126,noemie.vincent,Noémie,Vincent,noemie.vincent@nexlink.fr,Admin393$,51e822d558a006e499c0e2097f13166c,28363b86488e2b55b866720ee5cddf5d6e7967786b005a93286d451301d553ff,bb5995218521e627,user,Communication,+33670210270,Rennes,True,True,False,2022-12-15,2023-08-29
127,NX00127,pauline.fournier,Pauline,Fournier,pauline.fournier@nexlink.fr,P@ssw0rd87,973e7b108ecc4965fc66ba2e2bb7cc5a,04953d4658c9a12f77cd39c626046addb6a135e1f2764e74a8a30c3b1ab3cc0e,ec769d1605013b60,admin,IT,+33641895531,Toulouse,True,True,False,2019-08-16,2023-05-28
128,NX00128,celine.delacroix,Céline,Delacroix,celine.delacroix@nexlink.fr,passwordlogin64,319b51a7cc08334ae3cd4a406413eceb,7c11f7deafd4f5b88f759f14bae282de6a78ae6e79a505f783e2034c53888171,5dee1290dbcca928,admin,Engineering,+33687181563,Bordeaux,True,True,False,2022-07-18,2023-09-21
129,NX00129,marc.dumont,Marc,Dumont,marc.dumont@nexlink.fr,Access526@,b4a4eb1e672623cf29443c1eee11ecb3,0e1f942e7d35c57c6810995fee15355dd69107a8f347cc3a7f6d05f23b75c28a,9af1314db9a15bba,user,Operations,+33680606503,Grenoble,True,True,False,2021-01-08,2023-02-04
130,NX00130,jean.robin,Jean,Robin,jean.robin@nexlink.fr,Nexlink5155!,e573b6162d885147028a1cd9a08d5b0b,d0844481e2d2be25c5f3f249234ab98fe07aa0432d1a94abfd6bffc8804aaf3a,4d4f804d77cff5c0,user,Support,+33642363373,Nice,True,False,True,2019-05-19,2023-06-26
131,NX00131,lucie.richard,Lucie,Richard,lucie.richard@nexlink.fr,Nexlink9945!,a252cceee63b56bcbdb6ce019210969c,f3659e999ae3957cce43fe5cf6daaeb4a6e907bf3b406eb2e8b04b4a183672f8,d49c74ac7f6be5cf,user,Logistics,+33672360629,Nice,False,False,False,2022-08-09,2023-03-31
132,NX00132,antoine.renard,Antoine,Renard,antoine.renard@nexlink.fr,pass35,9c840fa2785637c170c854d2fd449569,394e948a401b79eae5e90fc837b5f146d0660623977d9ad9cb99235e1a35899f,2e1ce1b1736296b8,user,Communication,+33652358553,Saint-Étienne,True,False,False,2020-02-13,2023-01-22
133,NX00133,emilie.robert,Émilie,Robert,emilie.robert@nexlink.fr,Pass465!,46b82581ad197ab9e83681d83745fba6,e90ba9b6eccc066297f218200291e5ed4928473d9635f2c55ed28334ea2dfef0,29429e5daca4b514,user,Sales,+33668646621,Saint-Étienne,False,False,False,2019-09-12,2023-07-08
134,NX00134,margot.lefevre,Margot,Lefèvre,margot.lefevre2@nexlink.fr,shadowmonkey48,68c0f390ccd478b76dc9492689cf2f7e,d80e5f34d4b6ec2edb1c6690811faad3fb5de1e6c4bff85b4361bb6337ce39fe,f995ed907611c924,admin,Sales,+33620593403,Strasbourg,True,False,False,2019-06-19,2023-08-06
135,NX00135,sarah.simon,Sarah,Simon,sarah.simon@nexlink.fr,Nexlink5843!,b4c7afa98def87b760b38bbef4141d2f,1c476937d054c32deaef34cda8aaa5237e1c02bea370c8dc9349ce8108c9ec87,acb560851067a435,user,Legal,+33632366682,Nice,False,True,False,2022-05-19,2023-08-07
136,NX00136,jeremy.dumont,Jérémy,Dumont,jeremy.dumont@nexlink.fr,P@ssw0rd65,c5a4c3b1dbf070c1ad60f33a22f97b0b,5466469c4b19fc4cb35398b49ac3559a6441b9b85417f82289a62369039d766e,4569b7ee7c0e0ec2,user,Management,+33695565484,Strasbourg,True,False,True,2019-04-28,2023-02-08
137,NX00137,cedric.thomas,Cédric,Thomas,cedric.thomas@nexlink.fr,Iloveyou794$,11ba7687020cb525086ab7b36ac2b27a,c9716522e55d4646e1e65a9009dd9a2928fcf591de37d22eb033688ce2d4667e,8b4e111eceb267cc,user,Finance,+33696592295,Nantes,True,True,True,2019-05-18,2023-05-01
138,NX00138,patrick.fournier,Patrick,Fournier,patrick.fournier@nexlink.fr,qwertyqwerty57,1f1dc6e572f939585790b29d55dbe706,644cdb8906cfa9853f4641d859bbfcf0154a4c7543aaf6570ff65e1a8e2af9f8,25c0b1bd9d9246e9,user,R&D,+33659251188,Strasbourg,True,False,False,2019-10-09,2023-09-29
139,NX00139,fabien.garcia,Fabien,Garcia,fabien.garcia@nexlink.fr,superman33,82bbd5f202f1c0bb44039b2fb138336a,a1dc37ee7ce30fb8e26c467e275454a20db4c00a82aecc0cb977be4031939f04,e7946736435b0d0f,manager,Operations,+33625805613,Toulouse,True,False,False,2021-03-03,2023-10-15
140,NX00140,marc.muller,Marc,Muller,marc.muller@nexlink.fr,securlogin18,a080b762fad5bf781f7f8daf19f99ac9,4a73b04e215a5a3fc577e77279e1708f6a59a6cc1a724b8be0d4b19b2ce9270e,56782d1a3ac109fb,user,Legal,+33621783073,Rouen,True,False,False,2019-12-20,2023-08-16
141,NX00141,charles.riviere,Charles,Rivière,charles.riviere@nexlink.fr,Nexlink5914!,9534f61704e02f6aaa97ec152c5680ba,f646774ff50d5b0b9765cf384ec4fb3318b980876ff6f8502b1ac041847e6d5d,59ff80c1f1a9d8dd,user,Accounting,+33695590648,Marseille,True,False,False,2022-12-24,2023-12-25
142,NX00142,maxime.roux,Maxime,Roux,maxime.roux@nexlink.fr,Football605!,7ecb0b8db86db932ac27f95e97db6a6c,2a6796fcc1d5f18ad44ab5f05ed15e6432ba96d4c2cab6da28fa0f61a8ddca79,b4dc2a8fe0a4d34c,user,Operations,+33672734149,Rouen,True,False,False,2022-03-18,2023-07-08
143,NX00143,lucas.masson,Lucas,Masson,lucas.masson@nexlink.fr,sunshinewelcome99,912f00363849f20fbe57a84854d37219,99de0769849d2460ba3e3788d046e8ebde5fee1d3d0adaee2a40b4ecb28b16b8,7d7553079418fa2c,manager,Logistics,+33626821075,Nantes,True,True,False,2022-03-23,2023-02-07
144,NX00144,lucie.arnaud,Lucie,Arnaud,lucie.arnaud@nexlink.fr,P@ssw0rd33,99a7d850a11b1717bddaf9962d4b7618,b9056075c6fd299ad4d9fd1659bce65f768e784ff1db45ecdcbc4ca97365a42d,a6ae31cf550fe4d5,user,IT,+33626664623,Grenoble,True,True,False,2021-10-26,2023-01-29
145,NX00145,arthur.francois,Arthur,François,arthur.francois@nexlink.fr,Nexlink9501!,1a55b7c258e6e9e02f9e866601680766,7c9bab91bdcf6c72af9a0243c2bd78a2e35e55f3984bf323672542e9467b369e,b1fa749ee5a8e691,user,Logistics,+33636347197,Montpellier,True,True,True,2019-06-11,2023-05-09
146,NX00146,stephanie.millet,Stéphanie,Millet,stephanie.millet@nexlink.fr,sunshine92,12f9f4899bbffbbc92eb789700e190e5,db3e9e95bc3a831c22847340da38a2e3e4da950d89bde16296a0eb1a0d064ad1,87995a66a9a60a7e,user,R&D,+33632978158,Montpellier,True,False,False,2022-04-04,2023-03-20
147,NX00147,francois.richard,François,Richard,francois.richard@nexlink.fr,P@ssw0rd43,dbff53b1c5df3c45cbf70ab41607307f,649cc2962ecb69757e3ca78f58de1c91c602f58cc26fa105422a32f4fe3fc9fd,c3c935b848ef49cc,user,Communication,+33692961108,Montpellier,True,True,True,2022-03-17,2023-08-02
148,NX00148,vanessa.roussel,Vanessa,Roussel,vanessa.roussel@nexlink.fr,userfootball88,2e844934c4641bf2af010740319dc559,8d04fca3136fd567c396877e20be8fcad31faa9f10ef9dde964980d831323db4,250b31480f26cbef,manager,Sales,+33618041391,Marseille,False,True,False,2021-07-17,2023-02-07
149,NX00149,pauline.clement,Pauline,Clément,pauline.clement@nexlink.fr,P@ssw0rd28,3c05e75a0f8b0e30bdb77c453967791c,7811429d7cfed10230ad6b43d6d556be7df2265d67f9ec9359f6b4372e0b2c61,f9cb608447b1b191,user,Logistics,+33663514837,Marseille,True,False,True,2020-10-15,2023-06-26
150,NX00150,arthur.legrand,Arthur,Legrand,arthur.legrand@nexlink.fr,login12358,7e131dee0c84938c7f6f15087ef25cad,4907006680515c0f3dc3666ccf7df95e243de030d88633140bc2243eb8686b40,ba8c4d7a626d7d8b,user,Finance,+33648951595,Strasbourg,False,True,False,2019-07-18,2023-01-26
151,NX00151,sandrine.perrin,Sandrine,Perrin,sandrine.perrin@nexlink.fr,Michael263$,db684e79e5aa6d9dd6be75bdae4f9e85,fb95ef82db2c5ebed5960edc267c58a0857c56967126edd2fa5cf04fc843af96,b0fb7332a235f2f7,admin,Legal,+33676755908,Paris,True,True,True,2021-10-18,2023-06-07
152,NX00152,aurelie.bonnet,Aurélie,Bonnet,aurelie.bonnet@nexlink.fr,P@ssw0rd55,323180a7e6a101c47e764b438c7d3898,2fe41d4d11e631b2203144fe2d81aca2eb995b444e4b8d87cfc590f7b3bfcf2e,ef27ccacb447f920,user,Engineering,+33690197611,Saint-Étienne,False,True,True,2020-07-30,2023-09-11
153,NX00153,corentin.michel,Corentin,Michel,corentin.michel@nexlink.fr,202312394,8b62dd703fdbff6d2066fb24fa3998c1,ea23ac2f94119dafbdbddd4bbe867c4b439d2fb1da39ee7c6173a26f2e1d3076,d65ac34ad9050dd7,user,Communication,+33616072331,Strasbourg,True,False,True,2021-04-05,2023-07-07
154,NX00154,clement.arnaud,Clément,Arnaud,clement.arnaud@nexlink.fr,Nexlink2204!,b58be6143c859a1fd3216b6786161c64,f15b9fe13337b4a05a2f98f5ceb4b7e06104a172e44a78452d602a7484a56d76,553c40f6db40cb3a,manager,Operations,+33647543473,Reims,True,True,False,2021-07-11,2023-10-09
155,NX00155,ines.clement,Inès,Clément,ines.clement@nexlink.fr,P@ssw0rd56,2249eae896756ec7711d0ea3991eea1e,23a498bb0a676e9f33ce47f1008e28ca41122f8a97121864923eecd3fe3ac63c,e6ea7fbbba80a12c,user,HR,+33663873262,Grenoble,True,True,False,2022-05-18,2023-09-18
156,NX00156,damien.mathieu,Damien,Mathieu,damien.mathieu@nexlink.fr,sunshinedragon20,ca59bb049fdd97e8bf7056d3fb7bf595,131822868ba0103d308418b65858a1a709bfcb17cba749cb6497938ce05b0b14,e8faebc8718dc2cf,admin,Finance,+33652752377,Marseille,False,False,True,2020-11-02,2023-11-10
157,NX00157,veronique.clement,Véronique,Clément,veronique.clement@nexlink.fr,P@ssw0rd75,c941a6453c808c259db3ecf6d253be92,5e38086bb079df983ff25323e36a90ce30f2740d452cb7f75ed78a0ce49ccce2,d65289e81d587aae,admin,Legal,+33650237208,Lille,True,True,False,2022-12-22,2023-10-16
158,NX00158,denis.nguyen,Denis,Nguyen,denis.nguyen@nexlink.fr,P@ssw0rd49,4b1f65766056f6882b96b542e51ec971,9175747ccf839c165c6bbd9cefe46feaf615631db52b09c2a5800b34252f4e17,014c2d37757910d9,user,R&D,+33697991930,Rouen,True,False,False,2021-08-29,2023-05-16
159,NX00159,lea.noel,Léa,Noel,lea.noel@nexlink.fr,P@ssw0rd58,7e8893ecf677412dcfe21f7d5a868d9f,30fb9de312cf3efdbfeb177d9a99ac20a9888109f20ef3ad32940c3ac084e954,79c1b15b34e3a300,user,Logistics,+33614237322,Rennes,True,True,False,2022-10-26,2023-05-05
160,NX00160,elisa.nguyen,Élisa,Nguyen,elisa.nguyen@nexlink.fr,Welcome807@,cafd5213552ff7d561f7842deb37040b,a8fb35d752f466e17027cfd8656caee08c0f627fb0d8d96c5c35299ab5eb7a25,c9977bd858cf8f43,manager,Operations,+33618359252,Nice,True,False,False,2022-06-06,2023-08-30
161,NX00161,melanie.bourgeois,Mélanie,Bourgeois,melanie.bourgeois@nexlink.fr,P@ssw0rd58,7e8893ecf677412dcfe21f7d5a868d9f,6d247f648b73b2cf4c83054c8bbc82172acc697c5b091682253851736ec3f4a3,b5b58f2d20c8f1b1,user,Finance,+33655946354,Grenoble,True,False,True,2021-07-30,2023-09-30
162,NX00162,stephanie.bourgeois,Stéphanie,Bourgeois,stephanie.bourgeois@nexlink.fr,User385*,c64955afd738f6aed5325b30b87a7208,9aa86211a245ab54cc1024ff363bff052c66c480ce8c6995743fbba039f944d5,fe88e8e916d4316f,user,HR,+33637820354,Nice,False,True,False,2020-09-01,2023-05-28
163,NX00163,valerie.guerin,Valérie,Guérin,valerie.guerin@nexlink.fr,Nexlink2996!,b41bec7ed45cc3a5897b4b7a3b988258,9c0bd97167000e1c5f73dcb1d4a5d8abe2f53dd3a03c1555bffde93dbfb4a0a8,2a8719f0f2595308,admin,IT,+33629659692,Toulouse,True,True,True,2021-03-19,2023-06-26
164,NX00164,baptiste.lemaire,Baptiste,Lemaire,baptiste.lemaire@nexlink.fr,Nexlink8849!,c4304f51acf24a783e50ab2d36dce71c,a5efd206a525e39b55fbc2581aff17bbedf2e986c6f543c566d7611e7994a7b1,1e50acc4e022bbca,user,HR,+33685432781,Nice,True,True,False,2022-01-08,2023-05-19
165,NX00165,benjamin.petit,Benjamin,Petit,benjamin.petit@nexlink.fr,P@ssw0rd38,c6a83f0cfe461688a87b900cf5c90327,a8e8d9bc4fc69227740f075edee6314f748628b213d91266f3afdc7cfb5db893,36823b61b13963f2,user,Engineering,+33654331259,Nice,False,True,True,2019-07-25,2023-07-31
166,NX00166,thomas.arnaud,Thomas,Arnaud,thomas.arnaud@nexlink.fr,Welcome768$,cb3a1c405130cc2661658736363c406c,1d09108aac34a67b1ad4253a6efbf9379ff768579b59e926b32ef52856d756ce,075a7cb4c8c79304,manager,Management,+33653106399,Toulouse,True,True,True,2020-02-13,2023-05-28
167,NX00167,paul.robert,Paul,Robert,paul.robert@nexlink.fr,Welcome957@,c7f27da55e4328b5bed15ef2fac7e7e2,7367195ae3d1c0c4b3d4b697475af6a42fb8121cba3c04870aa0edb6312369d2,e1d6c8c84be81718,user,Logistics,+33635006323,Saint-Étienne,True,True,False,2021-03-24,2023-09-11
168,NX00168,sandrine.cordier,Sandrine,Cordier,sandrine.cordier@nexlink.fr,test46,9eec309b5c8122e74a80479de201dce8,53ee022360cb9d4730d15c44fb0f7cf745e60074c6ec20ba4857c3bd8b0cd930,23ce935c8d282171,manager,Management,+33676291802,Saint-Étienne,True,False,False,2022-01-17,2023-09-26
169,NX00169,alice.garcia,Alice,Garcia,alice.garcia@nexlink.fr,Nexlink3662!,bc6177fe0c2072c3103e7b0f35ec4b94,7370879c73b05902d74f6993b47b73c78d7eb01aed6f385064de64e4b26aad21,6bcb3e59c46dbfeb,manager,Management,+33611890348,Nice,True,True,True,2020-06-10,2023-04-06
170,NX00170,romain.moulin,Romain,Moulin,romain.moulin@nexlink.fr,baseballwelcome66,203ad96b05aa5320309c08f31af9f4e6,f26969d8d455e9fc2cd659f06964be7201c0f4b54149debd41abd2d11d3988ca,d287bf6a689c3771,user,Marketing,+33622802372,Marseille,True,True,False,2021-03-31,2023-12-09
